title,type,release_year,runtime,seasons,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,lead_prod_country,prod_countries_cnt,main_genre,dbscan_clusters
The Girl Next Door,MOVIE,2007,91,0.0,6.5,26293.0,13.131,6.7,US,1,crime,2
The Book of Eli,MOVIE,2010,118,0.0,6.8,314920.0,30.476,6.8,US,1,scifi,17
Blood Diamond,MOVIE,2006,143,0.0,8.0,541547.0,47.39,7.5,DE,2,drama,21
Just Like Heaven,MOVIE,2005,95,0.0,6.7,108029.0,17.486,6.9,US,1,romance,3
Ip Man,MOVIE,2008,106,0.0,8.0,222372.0,21.074,7.7,HK,1,drama,-1
21,MOVIE,2008,123,0.0,6.8,249016.0,27.013,6.7,US,1,crime,2
Friday the 13th,MOVIE,2009,97,0.0,5.5,106970.0,45.551,5.8,US,1,horror,9
Gurren Lagann,SHOW,2007,24,1.0,8.3,17024.0,27.924,8.2,JP,1,action,15
Let Me In,MOVIE,2010,116,0.0,7.1,121008.0,22.791,6.8,GB,2,drama,34
Dead Set,SHOW,2008,141,1.0,7.6,19812.0,9.68,7.3,GB,1,scifi,37
A Nightmare on Elm Street,MOVIE,2010,95,0.0,5.2,99894.0,39.672,5.5,US,1,horror,9
Winx Club,SHOW,2004,23,8.0,6.2,6700.0,25.633,8.222,IT,1,animation,-1
Miss Congeniality 2: Armed and Fabulous,MOVIE,2005,115,0.0,5.1,74637.0,21.495,5.7,US,1,action,22
The Bucket List,MOVIE,2007,97,0.0,7.4,244028.0,22.0,7.2,US,1,drama,0
Octonauts,SHOW,2010,15,7.0,7.6,1083.0,40.327,7.4,GB,1,action,-1
Sonic X,SHOW,2003,21,3.0,6.2,4709.0,37.945,7.5,JP,1,family,-1
Scary Movie 4,MOVIE,2006,83,0.0,5.1,120997.0,83.018,5.5,US,1,comedy,5
The Sweetest Thing,MOVIE,2002,84,0.0,5.1,58884.0,10.625,5.5,US,1,comedy,5
How Do You Know,MOVIE,2010,121,0.0,5.4,50383.0,9.889,5.251,US,1,comedy,5
Mr. Bean's Holiday,MOVIE,2007,90,0.0,6.4,125160.0,32.512,6.3,US,4,family,-1
The Interpreter,MOVIE,2005,128,0.0,6.4,106781.0,12.694,6.299,GB,4,thriller,35
John Q,MOVIE,2002,116,0.0,7.0,133215.0,32.229,7.121,US,1,drama,0
3 Idiots,MOVIE,2009,170,0.0,8.4,390739.0,44.999,8.0,IN,1,drama,7
The One,MOVIE,2001,87,0.0,5.9,92007.0,21.223,6.1,US,1,thriller,1
H2O: Just Add Water,SHOW,2006,25,3.0,7.2,15179.0,30.832,7.8,AU,1,scifi,-1
The Texas Chainsaw Massacre,MOVIE,2003,98,0.0,6.2,141736.0,80.47,6.2,US,1,horror,9
Still Game,SHOW,2002,29,9.0,8.9,7689.0,5.128,8.3,GB,1,comedy,28
The Cat in the Hat,MOVIE,2003,82,0.0,4.0,82684.0,66.8,5.3,US,1,family,38
Tears of the Sun,MOVIE,2003,121,0.0,6.6,121957.0,43.254,6.797,US,1,war,39
Due Date,MOVIE,2010,95,0.0,6.5,341390.0,36.06,6.3,US,1,comedy,5
Black Butler,SHOW,2008,25,3.0,8.2,1877.0,36.122,7.5,JP,1,scifi,20
We Are Marshall,MOVIE,2006,131,0.0,7.0,61345.0,13.173,6.9,US,1,drama,0
Blood and Bone,MOVIE,2009,93,0.0,6.7,33051.0,33.787,7.4,US,1,thriller,1
Freddy vs. Jason,MOVIE,2003,97,0.0,5.7,118925.0,65.747,6.0,IT,2,horror,-1
The Golden Compass,MOVIE,2007,113,0.0,6.1,187485.0,20.255,6.0,GB,2,action,40
The 4400,SHOW,2004,44,4.0,7.3,45249.0,37.169,7.2,US,1,drama,24
The Men Who Stare at Goats,MOVIE,2009,94,0.0,6.2,132177.0,19.022,6.0,US,2,comedy,5
Strawberry Shortcake,SHOW,2003,23,4.0,7.0,13.0,31.584,6.9,US,1,animation,41
Shaun the Sheep,SHOW,2007,7,6.0,8.1,28.0,31.375,7.9,GB,1,animation,42
Cleaner,MOVIE,2007,88,0.0,6.1,42285.0,11.509,6.0,US,1,thriller,1
Toradora!,SHOW,2008,30,2.0,8.0,14828.0,24.352,8.5,JP,1,animation,16
Big Time Rush,SHOW,2009,25,4.0,6.3,12288.0,55.706,8.774,US,1,family,23
Monster House,MOVIE,2006,91,0.0,6.6,117008.0,51.891,6.6,US,1,animation,36
Good Luck Chuck,MOVIE,2007,101,0.0,5.6,90212.0,30.423,5.9,US,2,comedy,5
"10,000 BC",MOVIE,2008,109,0.0,5.1,130813.0,24.671,5.4,US,2,action,22
Cop Out,MOVIE,2010,107,0.0,5.5,88026.0,13.63,5.6,US,1,crime,2
The Cave,MOVIE,2005,97,0.0,5.1,38734.0,13.695,5.3,DE,2,horror,-1
Starsky & Hutch,MOVIE,2004,101,0.0,6.1,146880.0,13.938,5.8,US,1,comedy,5
New York Minute,MOVIE,2004,87,0.0,4.9,23476.0,11.818,6.2,US,1,comedy,5
Rumor Has It...,MOVIE,2005,97,0.0,5.5,58247.0,13.521,5.6,DE,2,romance,-1
Comedian,MOVIE,2002,82,0.0,6.9,6985.0,4.854,6.7,US,1,comedy,5
Catch and Release,MOVIE,2006,111,0.0,5.9,26528.0,9.435,5.9,US,1,drama,0
Midnight Diner,SHOW,2009,27,5.0,8.6,2256.0,7.356,7.9,JP,1,drama,43
Lagaan: Once Upon a Time in India,MOVIE,2001,224,0.0,8.1,111053.0,10.097,7.3,IN,1,romance,13
Pocoyo,SHOW,2005,11,4.0,3.9,93.0,27.339,7.1,GB,2,animation,-1
Total Drama Island,SHOW,2007,23,6.0,7.3,10886.0,16.655,7.3,CA,1,war,-1
Kath & Kim,SHOW,2002,24,4.0,8.3,4261.0,3.926,6.6,AU,1,comedy,-1
Friends with Money,MOVIE,2006,88,0.0,5.8,30468.0,11.86,5.1,US,1,comedy,5
Ip Man 2,MOVIE,2010,108,0.0,7.5,104500.0,4.516,7.5,HK,2,drama,-1
Life As We Know It,MOVIE,2010,114,0.0,6.5,131623.0,40.534,6.9,US,1,comedy,5
Death at a Funeral,MOVIE,2010,92,0.0,5.7,49901.0,15.989,5.8,US,1,comedy,5
Dreamer: Inspired By a True Story,MOVIE,2005,106,0.0,6.8,13205.0,10.235,6.9,US,1,family,38
Premonition,MOVIE,2007,96,0.0,5.9,78494.0,14.21,6.3,US,1,thriller,1
Soul Plane,MOVIE,2004,86,0.0,4.5,23048.0,21.864,5.3,US,1,romance,3
The Texas Chainsaw Massacre: The Beginning,MOVIE,2006,91,0.0,5.8,72845.0,57.763,6.1,US,1,thriller,1
Ouran High School Host Club,SHOW,2006,23,1.0,8.2,9929.0,18.186,8.4,JP,1,comedy,44
Masha and the Bear,SHOW,2009,7,5.0,7.5,3169.0,38.171,6.9,RU,1,family,-1
Louis C.K.: Hilarious,MOVIE,2010,84,0.0,8.4,12089.0,5.717,7.9,US,1,comedy,5
Mobile Suit Gundam Unicorn,SHOW,2010,36,2.0,7.8,1291.0,10.936,7.9,JP,1,scifi,20
Wakfu,SHOW,2008,22,3.0,8.1,1497.0,19.736,8.9,FR,1,action,-1
Deck the Halls,MOVIE,2006,93,0.0,5.0,27936.0,11.999,5.5,US,1,family,38
Takers,MOVIE,2010,107,0.0,6.2,62464.0,15.872,6.228,US,1,action,22
Vampire Knight,SHOW,2008,25,2.0,7.3,5245.0,17.547,8.4,JP,1,animation,16
Boys Over Flowers,SHOW,2009,64,1.0,7.9,11902.0,80.384,8.28,KR,1,comedy,45
Like Stars on Earth,MOVIE,2007,165,0.0,8.3,189685.0,17.66,8.012,IN,1,drama,7
Did You Hear About the Morgans?,MOVIE,2009,103,0.0,4.9,40551.0,12.459,5.4,US,1,comedy,5
Stuart Little 2,MOVIE,2002,78,0.0,5.5,54193.0,36.691,5.733,US,1,animation,36
The Garfield Show,SHOW,2009,17,5.0,5.4,2578.0,25.677,5.2,US,1,animation,41
Ben & Holly's Little Kingdom,SHOW,2009,14,3.0,7.4,1261.0,11.735,6.6,GB,1,animation,42
Half Past Dead,MOVIE,2002,98,0.0,4.6,15740.0,12.906,5.2,DE,2,thriller,-1
Code Lyoko,SHOW,2003,24,5.0,7.3,5165.0,9.597,7.7,FR,1,action,-1
DreamWorks Shrek's Swamp Stories,SHOW,2010,24,1.0,6.5,346.0,5.014,8.8,US,1,comedy,8
Christmas with the Kranks,MOVIE,2004,99,0.0,5.4,49302.0,17.708,6.1,US,1,comedy,5
The Game,SHOW,2006,22,10.0,6.6,4449.0,12.124,8.4,US,1,drama,24
Monty Python: Almost the Truth (The Lawyer's Cut),SHOW,2009,55,1.0,8.1,1768.0,2.422,7.9,US,1,comedy,8
Alpha and Omega,MOVIE,2010,88,0.0,5.1,14362.0,13.523,5.9,CA,3,animation,101
Pororo the Little Penguin,SHOW,2003,9,7.0,6.3,91.0,4.404,5.0,KR,1,scifi,-1
The Legend of Bruce Lee,SHOW,2008,45,1.0,7.0,1422.0,21.479,6.0,CN,1,action,-1
Den-noh Coil,SHOW,2007,25,1.0,7.8,881.0,13.045,7.9,JP,1,scifi,20
Initial D,MOVIE,2005,107,0.0,6.3,8678.0,18.607,6.7,JP,2,crime,-1
Naruto Shippuden the Movie,MOVIE,2007,94,0.0,6.7,4090.0,316.471,7.2,JP,1,animation,46
Gifted Hands: The Ben Carson Story,MOVIE,2009,86,0.0,7.6,10881.0,43.409,7.8,US,1,drama,0
The Legend of the Nahuala,MOVIE,2007,80,0.0,6.1,511.0,47.66,7.6,MX,1,fantasy,-1
One Piece: Strong World,MOVIE,2009,114,0.0,7.5,5467.0,39.946,7.5,JP,1,fantasy,47
Chaos,MOVIE,2005,106,0.0,6.4,54900.0,17.029,6.3,CA,3,crime,-1
Waist Deep,MOVIE,2006,97,0.0,5.8,9990.0,15.58,6.6,US,1,thriller,1
Zig and Sharko,SHOW,2010,9,3.0,6.8,671.0,19.476,5.8,FR,1,comedy,132
Trailer Park Boys: The Movie,MOVIE,2006,95,0.0,7.1,12910.0,6.191,6.7,CA,1,comedy,29
Johnny Test,SHOW,2005,18,6.0,5.1,8322.0,22.516,5.6,CA,2,animation,-1
Tito,MOVIE,2004,120,0.0,7.2,3214.0,1.814,7.8,EG,1,documentation,48
Even the Rain,MOVIE,2010,104,0.0,7.4,13533.0,8.526,6.9,FR,3,drama,12
Katt Williams: The Pimp Chronicles Pt. 1,MOVIE,2006,46,0.0,7.6,1819.0,3.787,6.5,US,1,comedy,5
Bo on the Go!,SHOW,2007,22,4.0,4.2,123.0,1.52,6.0,CA,1,animation,-1
Udaan,MOVIE,2010,138,0.0,8.1,44862.0,5.019,7.3,IN,1,drama,7
Om Shanti Om,MOVIE,2007,162,0.0,6.7,43052.0,11.847,7.021,IN,1,thriller,26
Trailer Park Boys: Countdown to Liquor Day,MOVIE,2009,102,0.0,7.3,7488.0,4.683,6.8,CA,1,comedy,29
Half & Half,SHOW,2002,21,4.0,7.0,1860.0,8.06,8.1,US,1,comedy,8
Kabhi Khushi Kabhie Gham,MOVIE,2001,210,0.0,7.4,49273.0,13.699,7.9,IN,1,drama,7
Kal Ho Naa Ho,MOVIE,2003,186,0.0,7.9,68551.0,12.001,7.5,IN,1,drama,7
Jab We Met,MOVIE,2007,144,0.0,7.9,52531.0,8.69,7.4,IN,1,romance,13
From Within,MOVIE,2008,89,0.0,5.6,7650.0,7.282,5.6,US,1,horror,9
Black Friday,MOVIE,2004,161,0.0,8.4,20768.0,5.753,7.4,IN,1,crime,49
Jodhaa Akbar,MOVIE,2008,214,0.0,7.5,32440.0,11.959,7.4,IN,1,romance,13
Dinosaur King,SHOW,2007,20,2.0,5.6,737.0,28.909,8.2,JP,1,action,15
"Cairo 6,7,8",MOVIE,2010,100,0.0,7.4,4421.0,4.431,7.7,EG,1,drama,6
Zach Galifianakis: Live at the Purple Onion,MOVIE,2007,61,0.0,7.2,3977.0,4.43,7.0,US,1,comedy,5
First Sunday,MOVIE,2008,96,0.0,4.5,10927.0,8.809,5.6,US,1,comedy,5
El Escamoso,SHOW,2001,48,1.0,7.5,325.0,32.626,7.8,CO,1,drama,31
Inuyasha the Movie: Affections Touching Across Time,MOVIE,2001,99,0.0,7.2,2593.0,36.262,7.6,JP,1,action,50
Swades,MOVIE,2004,189,0.0,8.1,89556.0,10.352,7.4,IN,2,drama,7
Bon Cop Bad Cop,MOVIE,2006,116,0.0,6.5,61.0,7.956,6.4,CA,1,comedy,29
Horrid Henry,SHOW,2006,13,5.0,6.3,944.0,2.36,8.0,GB,1,animation,42
The Boy Who Cried Werewolf,MOVIE,2010,97,0.0,5.9,3315.0,17.774,6.4,US,2,fantasy,19
Rang De Basanti,MOVIE,2006,157,0.0,8.1,118477.0,6.848,7.2,IN,1,drama,7
The Mafia Dolls,SHOW,2009,43,2.0,6.6,293.0,27.667,7.4,CO,1,drama,31
Vientos de agua,SHOW,2006,73,1.0,8.8,1051.0,1.41,8.8,AR,2,drama,97
Timmy Time,SHOW,2009,14,3.0,6.9,1111.0,14.959,6.2,GB,1,animation,42
Iris,SHOW,2009,61,2.0,7.8,1951.0,9.239,7.6,KR,1,action,-1
Guru,MOVIE,2007,166,0.0,7.7,23708.0,8.071,6.7,IN,1,romance,13
Whitney Cummings: Money Shot,MOVIE,2010,48,0.0,6.2,917.0,2.718,5.9,US,1,comedy,5
Welcome,MOVIE,2007,160,0.0,7.0,22243.0,8.815,6.5,IN,1,drama,7
Jim Gaffigan: King Baby,MOVIE,2009,72,0.0,7.7,2564.0,4.283,7.0,US,1,comedy,5
Mike Birbiglia: What I Should Have Said Was Nothing,MOVIE,2008,60,0.0,7.6,1794.0,3.826,7.5,US,1,comedy,5
Tayo the Little Bus,SHOW,2010,11,6.0,5.3,158.0,4.871,6.3,KR,1,animation,-1
Dil Chahta Hai,MOVIE,2001,184,0.0,8.1,71586.0,5.704,7.0,IN,1,romance,13
Anbe Sivam,MOVIE,2003,160,0.0,8.7,21167.0,4.634,7.5,IN,1,comedy,27
One on One,SHOW,2001,20,5.0,7.0,2323.0,6.204,7.9,US,1,comedy,8
Tony Manero,MOVIE,2008,97,0.0,6.8,4255.0,3.891,6.3,CL,1,drama,6
A Lion in the House,MOVIE,2006,225,0.0,8.7,324.0,2.821,6.5,US,1,documentation,51
Bleach the Movie: Fade to Black,MOVIE,2008,94,0.0,7.1,2207.0,40.732,7.0,JP,1,fantasy,47
Delta Farce,MOVIE,2007,90,0.0,3.6,11177.0,10.367,5.0,US,1,comedy,5
My Suicide,MOVIE,2009,110,0.0,7.0,1981.0,2.951,6.1,US,1,drama,0
Phir Hera Pheri,MOVIE,2006,155,0.0,7.1,23119.0,8.428,6.4,IN,1,comedy,27
Naruto Shippuden the Movie: The Lost Tower,MOVIE,2010,85,0.0,6.8,3650.0,97.631,7.0,JP,1,animation,46
Divine Intervention,MOVIE,2002,92,0.0,6.6,3598.0,2.894,6.4,FR,4,romance,-1
Da Kath & Kim Code,MOVIE,2005,90,0.0,7.3,928.0,1.366,6.4,AU,1,comedy,-1
Trotro,SHOW,2004,3,2.0,6.3,122.0,1.841,7.2,FR,1,animation,100
Kevin Hart: I'm a Grown Little Man,MOVIE,2009,73,0.0,7.5,4411.0,6.236,7.3,US,1,comedy,5
Bleach the Movie: Hell Verse,MOVIE,2010,94,0.0,7.4,2416.0,53.143,7.4,JP,1,fantasy,47
Naruto Shippuden the Movie: Bonds,MOVIE,2008,90,0.0,6.8,4551.0,109.752,7.2,JP,1,fantasy,47
Don,MOVIE,2006,167,0.0,7.1,37131.0,8.892,7.1,IN,1,thriller,26
Chup Chup Ke,MOVIE,2006,165,0.0,6.9,10810.0,3.942,6.1,IN,1,comedy,27
Naruto Shippuden the Movie: The Will of Fire,MOVIE,2009,95,0.0,7.0,3702.0,101.203,7.3,JP,1,action,50
Fashion,MOVIE,2008,167,0.0,6.9,12533.0,7.048,6.3,IN,1,drama,7
Arahan,MOVIE,2004,114,0.0,6.6,3841.0,12.181,6.6,KR,1,fantasy,-1
Oscar's Oasis,SHOW,2010,9,1.0,7.4,586.0,4.963,7.4,FR,1,animation,100
Whisky,MOVIE,2004,99,0.0,7.1,6293.0,5.108,6.8,AR,4,comedy,-1
Ajab Prem Ki Ghazab Kahani,MOVIE,2009,150,0.0,6.3,14603.0,6.675,6.1,IN,1,comedy,27
Te quiero,MOVIE,2001,85,0.0,5.0,75.0,0.967,2.0,FR,1,drama,-1
Sir! No Sir!,MOVIE,2005,85,0.0,7.6,783.0,2.089,7.0,US,1,war,39
Race,MOVIE,2008,161,0.0,7.0,63.0,5.732,6.1,IN,1,drama,7
Sivaji: The Boss,MOVIE,2007,189,0.0,7.5,19777.0,7.686,7.1,IN,1,action,52
Inuyasha the Movie 2: The Castle Beyond the Looking Glass,MOVIE,2002,100,0.0,7.3,2148.0,30.957,7.6,JP,1,fantasy,47
Interview with a Serial Killer,MOVIE,2008,44,0.0,5.9,611.0,1.378,5.1,US,1,documentation,51
G.O.R.A.,MOVIE,2004,127,0.0,8.0,62386.0,7.047,7.2,TR,1,action,-1
Guzaarish,MOVIE,2010,126,0.0,7.4,18603.0,5.554,7.4,IN,1,romance,13
Raajneeti,MOVIE,2010,167,0.0,7.1,17697.0,3.761,6.3,IN,1,drama,7
Jaane Tu... Ya Jaane Na,MOVIE,2008,146,0.0,7.4,26894.0,7.196,6.8,IN,1,drama,7
Accident,MOVIE,2009,89,0.0,6.6,3327.0,5.165,6.6,HK,1,action,141
Jeff Dunham: Arguing with Myself,MOVIE,2006,76,0.0,8.0,4000.0,5.406,6.6,US,1,comedy,5
Chalte Chalte,MOVIE,2003,167,0.0,6.5,15468.0,6.121,6.2,IN,1,drama,7
Naruto: Ninja Clash in the Land of Snow,MOVIE,2004,90,0.0,6.6,6866.0,50.604,7.2,JP,1,comedy,-1
Taxi No. 9 2 11,MOVIE,2006,116,0.0,7.2,9964.0,2.636,6.5,IN,1,drama,7
Yuva,MOVIE,2004,161,0.0,7.3,8929.0,3.893,6.4,IN,1,crime,49
Cocaine,SHOW,2005,49,1.0,7.1,61.0,0.6,7.0,US,1,documentation,53
The Cartel,SHOW,2008,44,2.0,8.0,774.0,189.665,7.5,CO,1,action,54
Wake Up Sid,MOVIE,2009,138,0.0,7.6,31167.0,5.035,7.1,IN,1,comedy,27
"One Piece: Episode of Chopper Plus: Bloom in the Winter, Miracle Cherry Blossom",MOVIE,2008,95,0.0,7.0,1233.0,51.441,7.1,JP,1,action,50
Awara Paagal Deewana,MOVIE,2002,169,0.0,6.2,8393.0,5.941,5.5,IN,1,comedy,27
Kabhi Alvida Naa Kehna,MOVIE,2006,184,0.0,6.0,19947.0,9.421,6.4,IN,1,drama,7
The Blue Umbrella,MOVIE,2005,90,0.0,7.3,2097.0,2.177,6.3,IN,1,drama,7
Naruto: Guardians of the Crescent Moon Kingdom,MOVIE,2006,95,0.0,6.4,4050.0,58.559,7.0,JP,1,action,50
Ishqiya,MOVIE,2010,115,0.0,7.3,10469.0,3.912,6.3,IN,1,thriller,26
Life in a Metro,MOVIE,2007,124,0.0,7.4,12036.0,3.965,6.4,IN,1,drama,7
Nuevo Rico Nuevo Pobre,SHOW,2007,44,1.0,7.1,211.0,13.94,7.8,CO,1,comedy,55
Monty Python's Personal Best,SHOW,2006,56,1.0,7.9,441.0,0.6,8.0,US,2,comedy,8
I Hate Luv Storys,MOVIE,2010,129,0.0,5.6,8042.0,6.801,5.9,IN,1,comedy,27
Main Hoon Na,MOVIE,2004,179,0.0,7.0,35484.0,12.629,6.9,IN,1,drama,7
Billu,MOVIE,2009,137,0.0,6.3,11884.0,7.028,6.5,IN,1,drama,7
Paheli,MOVIE,2005,141,0.0,6.3,13263.0,6.607,6.3,IN,1,romance,13
Rock On!!,MOVIE,2008,144,0.0,7.7,22092.0,4.956,6.9,IN,1,drama,7
"LSD: Love, Sex aur Dhokha",MOVIE,2010,108,0.0,7.2,5684.0,3.126,6.1,IN,1,drama,7
One Piece: The Desert Princess and the Pirates: Adventure in Alabasta,MOVIE,2007,89,0.0,6.9,1660.0,38.807,6.7,JP,1,comedy,-1
Break Ke Baad,MOVIE,2010,120,0.0,5.1,4275.0,3.068,5.8,IN,1,comedy,27
Kaminey,MOVIE,2009,135,0.0,7.4,17219.0,6.585,6.8,IN,1,crime,49
Fuga,MOVIE,2006,110,0.0,6.2,1129.0,2.585,5.8,CL,2,music,-1
Zozo,MOVIE,2005,105,0.0,6.5,3225.0,1.899,6.0,CZ,5,drama,6
Luck by Chance,MOVIE,2009,155,0.0,7.1,10272.0,4.932,6.5,IN,1,romance,13
Trailer Park Boys: Say Goodnight to the Bad Guys,MOVIE,2008,60,0.0,7.8,3555.0,4.344,7.4,CA,1,comedy,29
Chhota Bheem,SHOW,2008,22,12.0,4.1,885.0,1.504,6.1,IN,1,animation,-1
Naruto: Legend of the Stone of Gelel,MOVIE,2005,96,0.0,6.4,4380.0,41.579,6.6,JP,1,fantasy,47
Honeymoon Travels Pvt. Ltd.,MOVIE,2007,118,0.0,6.1,2648.0,5.216,5.3,IN,1,comedy,27
Manorama Six Feet Under,MOVIE,2007,137,0.0,7.6,8110.0,4.553,6.5,IN,1,drama,7
Dhobi Ghat,MOVIE,2010,102,0.0,7.0,13167.0,7.689,6.4,IN,1,drama,7
Inuyasha the Movie 4: Fire on the Mystic Island,MOVIE,2004,88,0.0,7.2,1845.0,34.264,7.7,JP,1,fantasy,47
Fated to Love You,SHOW,2008,67,1.0,7.4,476.0,4.692,7.2,TW,1,comedy,55
Dev.D,MOVIE,2009,141,0.0,7.9,30567.0,7.069,6.9,IN,1,comedy,27
Karthik Calling Karthik,MOVIE,2010,135,0.0,7.1,12114.0,7.725,6.3,IN,1,thriller,26
Dostana,MOVIE,2008,142,0.0,6.5,15063.0,8.613,6.2,IN,2,drama,7
Romantik Komedi,MOVIE,2010,95,0.0,5.3,5111.0,4.254,4.7,TR,1,comedy,56
Kurbaan,MOVIE,2009,161,0.0,5.7,5162.0,4.865,4.7,IN,1,thriller,26
Once Upon a Time in Mumbaai,MOVIE,2010,132,0.0,7.4,17642.0,4.465,6.6,IN,1,thriller,26
Delhi-6,MOVIE,2009,141,0.0,6.1,7761.0,2.951,5.8,IN,1,drama,7
Inuyasha the Movie 3: Swords of an Honorable Ruler,MOVIE,2003,99,0.0,7.6,2226.0,43.092,7.8,JP,1,animation,46
Bluffmaster!,MOVIE,2005,137,0.0,6.6,6370.0,4.763,5.8,IN,1,drama,7
Golmaal Returns,MOVIE,2008,135,0.0,5.1,7983.0,6.084,5.0,IN,1,comedy,27
Oye Lucky! Lucky Oye!,MOVIE,2008,42,0.0,7.7,17538.0,4.31,6.9,IN,1,comedy,27
Kaal,MOVIE,2005,127,0.0,4.7,5370.0,5.129,4.3,IN,1,action,52
Shootout at Lokhandwala,MOVIE,2007,145,0.0,7.1,10213.0,5.534,6.5,IN,1,action,52
Kannathil Muthamittal,MOVIE,2002,137,0.0,8.4,8491.0,3.739,7.4,IN,1,drama,7
Madness in the Desert,MOVIE,2004,141,0.0,8.4,379.0,1.948,7.0,IN,1,documentation,-1
Einsatzgruppen: The Nazi Death Squads,SHOW,2009,44,1.0,7.6,622.0,1.649,7.3,FR,1,documentation,-1
What's Your Raashee?,MOVIE,2009,192,0.0,4.8,2732.0,1.912,4.9,IN,1,comedy,27
Kyaa Kool Hai Hum,MOVIE,2005,172,0.0,6.1,3537.0,4.797,5.0,IN,1,comedy,27
My Führer,MOVIE,2007,89,0.0,5.5,4442.0,6.795,5.6,DE,1,war,-1
Eternal Summer,MOVIE,2006,96,0.0,7.0,2706.0,5.577,5.5,TW,1,romance,83
The Figurine (Araromire),MOVIE,2009,122,0.0,4.4,251.0,1.525,4.2,NG,1,horror,57
Jim Gaffigan: Beyond the Pale,MOVIE,2006,72,0.0,7.8,3974.0,4.112,7.1,US,1,comedy,5
Mumbai Meri Jaan,MOVIE,2008,119,0.0,7.7,6354.0,2.955,6.9,IN,1,drama,7
Kevin James: Sweat the Small Stuff,MOVIE,2001,42,0.0,7.4,1087.0,1.596,7.4,US,1,comedy,5
Mukhsin,MOVIE,2006,95,0.0,7.3,388.0,2.223,6.8,MY,1,comedy,58
This Is the Life,MOVIE,2008,97,0.0,6.3,264.0,1.859,7.4,US,1,music,59
The Unjust,MOVIE,2010,119,0.0,6.6,2217.0,5.963,6.4,KR,1,thriller,60
The Trailer Park Boys Xmas Special,MOVIE,2004,57,0.0,8.0,3446.0,3.971,7.3,CA,1,comedy,29
C Kkompany,MOVIE,2008,130,0.0,5.5,1136.0,1.831,5.7,IN,1,comedy,27
Bosta,MOVIE,2005,112,0.0,6.4,605.0,1.623,5.0,Lebanon,1,war,-1
Linewatch,MOVIE,2008,85,0.0,5.4,2884.0,3.972,5.2,US,1,thriller,1
We Are Family,MOVIE,2010,115,0.0,5.6,3166.0,2.767,5.9,IN,1,drama,7
Love in a Puff,MOVIE,2010,104,0.0,7.1,2625.0,3.347,7.1,HK,1,romance,-1
Lakshya,MOVIE,2004,186,0.0,7.8,23262.0,7.299,6.6,IN,1,war,-1
Agyaat,MOVIE,2009,98,0.0,2.9,680.0,2.599,4.1,IN,1,horror,-1
Vizontele,MOVIE,2001,110,0.0,8.0,36540.0,7.17,7.2,TR,1,comedy,-1
Do Dooni Chaar,MOVIE,2010,146,0.0,7.5,5594.0,1.559,6.4,IN,1,drama,7
Welcome to Sajjanpur,MOVIE,2008,134,0.0,6.9,3259.0,1.823,5.6,IN,1,comedy,27
Peepli Live,MOVIE,2010,104,0.0,7.4,12309.0,3.404,7.3,IN,1,drama,7
The Legend of Bhagat Singh,MOVIE,2002,155,0.0,8.1,16340.0,3.79,6.9,IN,1,crime,49
Main Aurr Mrs Khanna,MOVIE,2009,115,0.0,3.4,3173.0,2.81,3.9,IN,1,drama,7
Ishq Vishk,MOVIE,2003,145,0.0,6.1,4255.0,3.717,5.8,IN,1,drama,7
Kismat Konnection,MOVIE,2008,153,0.0,5.3,5637.0,4.743,4.9,IN,1,romance,13
Twins Mission,MOVIE,2007,102,0.0,5.2,695.0,5.828,5.0,HK,1,action,-1
Frank & Cindy,MOVIE,2007,73,0.0,6.9,348.0,0.943,7.0,US,1,documentation,51
Salt of This Sea,MOVIE,2008,109,0.0,6.8,1235.0,1.738,6.3,BE,5,drama,-1
Apaharan,MOVIE,2005,173,0.0,7.4,4773.0,3.86,6.3,IN,1,crime,49
Gangaajal,MOVIE,2003,157,0.0,7.8,17148.0,2.417,6.3,IN,1,drama,7
The Fierce Wife,SHOW,2010,59,1.0,6.8,95.0,3.995,4.8,TW,1,drama,31
Harishchandrachi Factory,MOVIE,2009,96,0.0,8.4,2498.0,2.115,7.0,IN,1,comedy,27
Gina Yashere: Skinny B*tch,MOVIE,2008,57,0.0,6.5,86.0,0.955,6.5,GB,1,comedy,11
Sergio,MOVIE,2009,94,0.0,7.4,887.0,2.51,8.1,US,1,documentation,51
The Kite,MOVIE,2003,80,0.0,6.4,743.0,1.383,5.0,LB,2,drama,6
Beast Stalker,MOVIE,2008,110,0.0,6.8,2219.0,4.046,6.7,HK,1,thriller,-1
Aamir,MOVIE,2008,96,0.0,7.6,11290.0,4.053,6.9,IN,1,thriller,26
The Hospital,SHOW,2006,48,1.0,7.4,46.0,5.066,2.2,TW,1,drama,-1
Chhota Bheem Aur Krishna,MOVIE,2008,69,0.0,6.4,327.0,1.113,6.8,IN,1,fantasy,91
Palermo Hollywood,MOVIE,2004,113,0.0,5.3,203.0,2.239,5.3,AR,1,drama,6
Connected,MOVIE,2008,110,0.0,6.6,2291.0,4.903,6.3,CN,2,thriller,61
EMI,MOVIE,2008,128,0.0,4.4,609.0,1.507,7.0,IN,1,comedy,27
Autumn's Concerto,SHOW,2009,58,1.0,7.8,495.0,7.776,7.6,TW,1,drama,31
